,calls,minutes,messages,mb_used,is_ultra
562,44.0,370.7600000000001,0.0,24751.520000000004,1
563,1.0,1.78,38.0,20171.209999999995,0
564,107.0,697.79,136.0,23537.37,0
565,50.0,366.78,14.0,18151.860000000008,0
566,24.0,187.98999999999995,0.0,8377.0,1
567,72.0,535.5599999999998,47.0,21684.879999999997,0
568,33.0,233.2,36.0,20128.399999999998,0
569,10.0,77.09,31.0,643.15,0
570,127.0,773.59,21.0,18982.5,1
571,83.0,626.9600000000002,0.0,14486.37,1
572,55.0,367.67,37.0,8565.22,1
573,58.0,325.83000000000004,48.0,15144.7,0
574,49.0,301.37,65.0,17393.94,1
575,62.0,413.42,152.0,16139.12,1
576,79.0,528.2,56.0,11925.48,0
577,89.0,649.6299999999999,57.0,15825.709999999995,0
578,82.0,580.0900000000003,96.0,21463.8,0
579,77.0,513.62,14.0,14269.95,0
580,164.0,1016.9800000000002,71.0,17787.52,1
581,53.0,341.14,64.0,14442.639999999998,0
582,88.0,656.9100000000002,77.0,28517.95,1
583,144.0,1031.7899999999995,99.0,40174.34,1
584,39.0,284.29,23.0,20228.880000000005,0
585,56.0,415.72,7.0,16819.709999999995,0
586,57.0,431.6400000000001,20.0,3738.900000000001,1
587,28.0,192.23,24.0,16902.05,0
588,87.0,593.3,17.0,17416.760000000002,0
589,73.0,562.27,11.0,17589.079999999994,0
590,22.0,161.37,24.0,3805.4,1
591,31.0,219.09,26.0,18407.09,0
592,39.0,257.93,15.0,6572.610000000001,0
593,45.0,358.33,36.0,15723.080000000002,1
594,54.0,394.52,59.0,16207.41,0
595,76.0,573.7899999999996,25.0,15675.640000000005,0
596,9.0,80.82,2.0,12122.990000000002,0
597,19.0,152.48999999999998,6.0,18306.22,0
598,68.0,433.7600000000001,37.0,22221.63,1
599,61.0,444.3999999999999,32.0,9673.31,0
600,23.0,171.54999999999998,2.0,0.0,1
601,85.0,533.9999999999998,60.0,13880.1,0
602,71.0,501.9399999999998,33.0,16853.730000000003,0
603,88.0,603.5699999999999,86.0,12832.190000000002,0
604,45.0,333.48999999999984,50.0,17275.47,0
605,76.0,585.5599999999998,30.0,22165.13,0
606,35.0,265.44,4.0,16363.040000000005,1
607,86.0,553.93,51.0,13830.48,0
608,111.0,818.9099999999999,3.0,15530.91,1
609,42.0,319.84000000000003,0.0,15179.600000000006,0
610,50.0,282.86999999999995,53.0,13260.03,0
611,62.0,473.13999999999993,4.0,14623.290000000005,1
612,82.0,507.89,88.0,17543.37,1
613,64.0,513.5699999999999,21.0,16861.470000000005,0
614,68.0,465.63000000000005,51.0,24279.679999999997,0
615,140.0,1023.7499999999995,35.0,9031.85,1
616,23.0,139.26999999999998,16.0,8674.380000000001,0
617,131.0,828.18,89.0,19368.52,1
618,65.0,444.0199999999999,77.0,9753.24,0
619,1.0,14.91,55.0,23828.6,0
620,51.0,385.45,81.0,13649.65,0
621,42.0,290.68999999999994,77.0,21507.029999999995,0
622,56.0,418.4,39.0,25111.529999999995,0
623,90.0,707.16,50.0,19860.99,1
624,55.0,355.09,46.0,8789.54,0
625,49.0,341.4200000000001,54.0,9427.250000000002,0
626,79.0,532.62,90.0,19908.31,0
627,56.0,322.67,16.0,14197.96,0
628,3.0,14.04,18.0,7715.280000000002,1
629,68.0,444.41000000000014,35.0,26460.37,1
630,58.0,467.6499999999999,0.0,19171.85,0
631,33.0,240.41,26.0,13067.040000000005,0
632,50.0,350.72,29.0,29301.67,1
633,31.0,172.1,25.0,31077.58999999999,0
634,65.0,450.61999999999983,50.0,25264.00999999999,0
635,17.0,153.0,48.0,4894.599999999999,1
636,173.0,1255.3200000000004,17.0,4134.29,1
637,57.0,335.5499999999999,28.0,17364.21,0
638,58.0,443.2099999999999,73.0,17456.67999999999,0
639,74.0,588.4999999999999,59.0,17963.410000000003,0
640,11.0,105.48,4.0,5157.330000000001,0
641,94.0,748.2499999999998,8.0,18241.1,0
642,73.0,527.27,72.0,32954.71999999999,1
643,54.0,402.92,53.0,21925.27,0
644,105.0,684.9899999999999,23.0,21883.4,0
645,20.0,111.35,32.0,8968.570000000002,0
646,29.0,267.55000000000007,29.0,16996.829999999994,0
647,15.0,104.41,17.0,4677.85,1
648,167.0,1051.6899999999998,0.0,22432.590000000004,1
649,46.0,339.62,83.0,10494.550000000005,0
650,143.0,905.0600000000004,109.0,18553.820000000003,1
651,82.0,600.6099999999998,57.0,11957.520000000002,0
652,34.0,213.04999999999995,27.0,7884.190000000002,0
653,63.0,292.12,31.0,14123.980000000003,0
654,158.0,1168.0600000000006,103.0,20018.79,1
655,156.0,1058.2199999999998,59.0,18932.66,1
656,21.0,135.88000000000002,18.0,9561.56,1
657,96.0,655.5200000000002,2.0,20432.78,0
658,26.0,171.70000000000002,33.0,18912.39,0
659,61.0,443.13,45.0,15349.649999999998,0
660,77.0,558.3100000000001,0.0,11467.55,0
661,106.0,745.53,81.0,8437.39,1
662,87.0,615.13,99.0,7625.09,1
663,78.0,515.8900000000001,49.0,17368.65,0
664,104.0,704.7100000000002,30.0,43304.53000000001,1
665,73.0,419.9,0.0,18521.67000000001,0
666,74.0,561.6399999999998,27.0,23297.81999999999,0
667,107.0,703.3099999999998,34.0,13291.980000000003,0
668,87.0,626.6199999999999,0.0,20718.430000000008,0
669,25.0,148.64999999999998,38.0,15167.81,0
670,78.0,485.8400000000001,61.0,6948.760000000001,0
671,24.0,141.63,26.0,8616.960000000003,0
672,92.0,662.1499999999999,32.0,27426.209999999995,1
673,78.0,547.94,94.0,15144.990000000002,1
674,109.0,845.7200000000001,0.0,13893.979999999998,0
675,83.0,543.7700000000001,0.0,14035.87,1
676,71.0,491.14,0.0,28677.709999999992,1
677,26.0,159.72999999999996,49.0,16810.98,0
678,48.0,344.8700000000001,71.0,15243.85,0
679,160.0,1084.0500000000002,95.0,36843.92000000001,1
680,92.0,617.2200000000001,72.0,33816.28999999999,1
681,94.0,596.13,63.0,20943.570000000003,0
682,44.0,359.39,43.0,15583.93,0
683,75.0,539.43,83.0,14021.899999999998,1
684,47.0,324.79999999999995,75.0,14003.65,1
685,36.0,278.27000000000004,0.0,22016.120000000003,0
686,69.0,477.5299999999999,7.0,21437.28999999998,0
687,120.0,929.36,39.0,15080.13,0
688,68.0,413.19999999999993,29.0,13526.610000000002,1
689,1.0,6.77,10.0,8313.56,0
690,34.0,262.07,36.0,7939.290000000001,1
691,35.0,219.78000000000003,15.0,8210.490000000002,0
692,14.0,96.95,37.0,17190.83,0
693,74.0,540.6600000000001,18.0,12415.100000000002,0
694,18.0,123.75,0.0,4383.900000000001,0
695,74.0,555.2899999999998,22.0,21238.25,0
696,64.0,433.68,87.0,18832.67,0
697,69.0,512.4599999999999,6.0,20024.919999999995,0
698,34.0,278.49,26.0,23499.290000000005,0
699,32.0,219.48,25.0,25587.58999999999,0
700,52.0,365.85,91.0,16879.69,1
701,24.0,178.32000000000005,14.0,4674.47,0
702,46.0,333.24000000000007,6.0,20286.27999999999,0
703,65.0,444.1,80.0,8969.500000000002,1
704,79.0,582.1699999999997,27.0,21133.31,0
705,36.0,314.67,16.0,16476.829999999998,0
706,43.0,265.38,49.0,20000.13000000001,1
707,74.0,440.0300000000001,1.0,27350.31,1
708,39.0,248.15000000000003,0.0,13443.340000000002,0
709,59.0,392.04,0.0,43824.92999999999,1
710,113.0,771.9499999999998,14.0,15571.170000000002,1
711,31.0,198.67,0.0,23628.07,0
712,58.0,297.71,19.0,13639.61,0
713,76.0,484.49,11.0,22454.349999999995,0
714,45.0,368.61,0.0,27530.559999999998,0
715,69.0,469.46,55.0,15362.48,0
716,61.0,429.99,43.0,11967.96,0
717,82.0,565.6500000000002,37.0,32715.30999999999,1
718,29.0,192.29,73.0,14620.52,0
719,42.0,328.7300000000001,61.0,23573.95999999999,1
720,95.0,731.9199999999997,0.0,17957.23,0
721,26.0,200.08999999999995,102.0,27432.250000000007,1
722,68.0,515.7400000000001,4.0,25125.709999999995,1
723,2.0,20.95,55.0,22620.65000000001,0
724,94.0,638.1600000000001,56.0,9050.09,1
725,27.0,154.71,22.0,14762.919999999998,0
726,95.0,705.7899999999998,68.0,35108.24999999999,0
727,29.0,257.16,44.0,14456.639999999996,0
728,31.0,165.14,134.0,17600.039999999997,1
729,94.0,647.46,57.0,17271.530000000002,0
730,13.0,60.13,22.0,29289.67,1
731,73.0,545.9600000000002,0.0,12799.600000000002,1
732,29.0,232.85,85.0,26395.119999999988,0
733,9.0,58.86999999999999,2.0,671.96,0
734,73.0,476.81,90.0,13738.120000000004,0
735,81.0,506.4599999999999,21.0,7510.089999999999,1
736,88.0,564.56,0.0,13344.020000000006,0
737,62.0,462.4800000000001,32.0,14589.410000000002,0
738,93.0,622.6600000000001,0.0,20894.560000000005,1
739,24.0,144.5,11.0,10879.100000000002,0
740,60.0,442.02,16.0,18306.45,1
741,60.0,466.61,67.0,18507.05,0
742,63.0,440.74,46.0,15677.49,1
743,106.0,687.91,29.0,16631.86,0
744,84.0,611.2499999999999,10.0,21493.419999999987,0
745,196.0,1279.7500000000011,133.0,26927.870000000014,1
746,66.0,513.1600000000001,97.0,21090.67,0
747,42.0,247.6,50.0,15239.37,0
748,72.0,513.87,3.0,15613.77,0
749,17.0,110.9,13.0,5813.080000000001,0
750,111.0,834.0199999999998,96.0,12942.020000000002,0
751,41.0,296.79999999999995,70.0,17280.85,0
752,25.0,191.06,11.0,8022.790000000002,0
753,3.0,32.92,5.0,8922.770000000002,0
754,66.0,460.3299999999999,0.0,15402.88,0
755,72.0,445.2,53.0,18696.44,1
756,45.0,336.12999999999994,56.0,11348.32,0
757,85.0,601.1800000000004,55.0,16089.050000000005,1
758,80.0,489.48,0.0,9126.45,1
759,30.0,204.00000000000003,87.0,14152.159999999994,0
760,46.0,335.67,26.0,8376.750000000002,0
761,118.0,844.5200000000002,64.0,19459.079999999994,1
762,82.0,564.01,0.0,13846.03,1
763,36.0,234.23999999999995,0.0,34315.22999999999,1
764,74.0,519.58,84.0,20404.88000000001,0
765,38.0,257.63,38.0,13669.660000000003,0
766,53.0,405.9799999999999,0.0,24831.389999999985,0
767,76.0,616.5,17.0,18270.050000000007,0
768,81.0,495.5,13.0,17081.559999999994,0
769,58.0,304.29999999999995,50.0,14954.86,0
770,0.0,0.0,211.0,27695.85999999999,1
771,62.0,509.3799999999999,40.0,21096.529999999988,1
772,89.0,643.6600000000001,31.0,18668.2,1
773,97.0,605.1199999999998,183.0,35343.15,1
774,55.0,443.0899999999999,49.0,17435.97,0
775,46.0,338.91,49.0,11787.299999999996,0
776,49.0,294.37,39.0,19406.6,0
777,84.0,537.57,49.0,28381.189999999988,0
778,65.0,431.54999999999984,28.0,17414.4,0
779,48.0,338.0600000000001,3.0,20883.009999999984,0
780,37.0,296.79,17.0,9979.440000000002,0
781,40.0,259.23,20.0,19102.33,0
782,87.0,568.92,60.0,18257.709999999992,0
783,53.0,354.85,10.0,21820.27,0
784,79.0,594.8899999999999,21.0,22293.28,0
785,56.0,418.38000000000005,13.0,18383.560000000005,0
786,106.0,767.6800000000003,49.0,40801.83999999999,1
787,34.0,247.29,77.0,11925.400000000003,0
788,69.0,512.6599999999999,14.0,14603.950000000004,0
789,31.0,258.82,0.0,33988.899999999994,1
790,77.0,507.69000000000017,29.0,15418.550000000005,0
791,66.0,476.0800000000001,25.0,18329.03,0
792,19.0,185.22,0.0,3839.460000000001,0
793,69.0,429.68,28.0,17314.660000000003,0
794,141.0,1043.8899999999996,22.0,32651.10999999998,0
795,185.0,1217.83,17.0,1444.8100000000004,1
796,73.0,540.96,12.0,13501.000000000002,0
797,81.0,558.11,0.0,12723.520000000002,0
798,31.0,205.14,22.0,10250.58,0
799,95.0,732.2000000000003,44.0,28042.76,1
800,24.0,154.8,0.0,13011.589999999998,0
801,48.0,331.33,0.0,8000.360000000001,0
802,67.0,418.75,136.0,21709.95,1
803,109.0,763.2200000000001,42.0,17236.5,0
804,41.0,234.37000000000003,53.0,18876.63,0
805,89.0,595.4199999999997,47.0,17013.7,0
806,20.0,140.19000000000003,0.0,6553.24,0
807,58.0,397.4800000000001,62.0,15700.359999999995,0
808,203.0,1566.4500000000007,20.0,3059.86,1
809,58.0,338.05,5.0,27967.259999999995,1
810,66.0,475.22,83.0,6561.24,1
811,47.0,367.0899999999999,42.0,22329.279999999988,0
812,51.0,357.93999999999994,0.0,12099.969999999998,0
813,46.0,362.87000000000006,8.0,11446.02,0
814,63.0,508.7,21.0,19254.67,1
815,53.0,243.98,41.0,0.0,1
816,34.0,279.06,83.0,13463.840000000002,0
817,37.0,226.06,32.0,18443.50000000001,0
818,66.0,480.49,26.0,15355.89,0
819,96.0,597.8000000000001,45.0,13214.8,0
820,67.0,499.2899999999999,10.0,23124.480000000007,0
821,40.0,334.50000000000006,0.0,21505.559999999998,0
822,69.0,525.6700000000001,27.0,20939.11,1
823,0.0,0.0,188.0,33189.499999999985,1
824,98.0,761.5699999999998,0.0,21046.269999999997,0
825,40.0,321.55,23.0,13138.649999999998,0
826,0.0,0.0,180.0,32045.72999999999,1
827,108.0,587.9000000000001,0.0,14406.500000000002,1
828,81.0,576.3199999999998,83.0,18652.28000000001,0
829,38.0,271.41,14.0,8152.11,1
830,79.0,601.6700000000001,93.0,11147.8,1
831,61.0,503.5699999999999,40.0,15516.590000000002,0
832,35.0,259.1,4.0,14857.570000000003,0
833,37.0,266.45000000000005,224.0,31942.4,1
834,83.0,566.7799999999999,66.0,22497.520000000004,1
835,111.0,779.8199999999998,81.0,37285.91,1
836,62.0,446.8899999999999,7.0,21571.89,0
837,37.0,258.7000000000001,0.0,10928.31,1
838,44.0,273.83,46.0,22230.63,0
839,37.0,202.36,18.0,21066.02,1
840,0.0,0.0,48.0,12442.93,0
841,97.0,634.4399999999998,70.0,13974.060000000003,0
842,40.0,253.36,19.0,18842.65,0
843,59.0,486.6700000000001,0.0,13432.299999999996,1
844,39.0,240.63,14.0,4049.96,1
845,83.0,510.23,0.0,14333.710000000005,0
846,79.0,595.66,30.0,23219.679999999997,0
847,96.0,639.48,33.0,21557.059999999998,0
848,46.0,272.85,40.0,19628.840000000004,0
849,81.0,525.9699999999999,15.0,18878.91,0
850,105.0,640.1499999999996,64.0,5438.98,1
851,72.0,415.7800000000001,26.0,12494.21,0
852,59.0,378.2500000000001,14.0,12135.58,0
853,54.0,434.49000000000007,0.0,48351.61000000001,1
854,0.0,0.0,30.0,20016.75,1
855,60.0,476.0799999999999,63.0,14328.81,0
856,91.0,585.09,49.0,27339.85000000001,1
857,35.0,244.43000000000004,42.0,8583.78,0
858,69.0,506.55,85.0,12625.78,0
859,77.0,496.23,25.0,28647.829999999994,1
860,83.0,577.8199999999999,8.0,14878.490000000003,0
861,94.0,569.2200000000001,155.0,23422.79,1
862,99.0,710.2000000000002,64.0,23674.04,0
863,7.0,46.75999999999999,9.0,3762.75,0
864,75.0,544.23,0.0,22924.79,1
865,9.0,29.31,25.0,28155.4,1
866,94.0,593.8,79.0,28244.59,1
867,70.0,432.61,0.0,18428.599999999995,0
868,41.0,273.09000000000003,8.0,25761.379999999983,0
869,70.0,549.9900000000001,32.0,18243.38,1
870,104.0,691.93,14.0,34064.29,1
871,82.0,643.8199999999997,28.0,26403.93,1
872,64.0,544.9499999999999,30.0,17090.92,0
873,110.0,867.2699999999999,0.0,14783.869999999995,1
874,111.0,756.6199999999998,43.0,30135.27,0
875,111.0,720.9699999999999,10.0,16930.55,1
876,88.0,642.31,170.0,44296.85999999997,1
877,17.0,91.03,13.0,2614.07,1
878,54.0,395.23,26.0,12160.8,0
879,61.0,377.30000000000007,72.0,12003.469999999998,0
880,79.0,577.1099999999998,46.0,30981.679999999997,0
881,15.0,84.66,13.0,4353.73,1
882,72.0,462.9600000000001,1.0,11958.39,0
883,77.0,593.4499999999999,0.0,20770.04,0
884,176.0,1205.5699999999997,74.0,33903.30000000001,1
885,92.0,661.27,66.0,19913.219999999998,0
886,90.0,594.4200000000001,65.0,14509.819999999998,0
887,104.0,685.1800000000001,52.0,18334.3,0
888,38.0,205.60000000000005,22.0,7972.120000000002,0
889,65.0,470.8299999999999,48.0,8336.270000000002,0
890,106.0,680.8800000000002,2.0,23760.259999999995,0
891,43.0,347.42,107.0,7591.710000000002,1
892,42.0,322.81000000000006,32.0,10200.04,0
893,61.0,490.78,36.0,20422.52999999999,0
894,67.0,424.20000000000016,37.0,31466.890000000003,1
895,70.0,525.7599999999999,52.0,16133.37,0
896,94.0,641.4600000000003,17.0,16670.230000000003,1
897,71.0,593.7900000000002,64.0,7543.67,0
898,61.0,342.96,21.0,16578.27,0
899,52.0,349.94000000000005,42.0,12150.72,0
900,78.0,468.29,0.0,18888.71,0
901,85.0,561.13,84.0,9406.05,1
902,61.0,396.32,0.0,36298.13,1
903,111.0,758.6599999999999,47.0,16045.160000000007,0
904,81.0,514.5899999999998,45.0,19370.72,0
905,126.0,838.3300000000002,33.0,23846.999999999996,0
906,81.0,533.3399999999999,0.0,8609.950000000003,0
907,59.0,432.5400000000001,29.0,13572.96,0
908,87.0,633.4399999999999,31.0,8237.769999999999,1
909,80.0,462.4,44.0,17885.439999999995,0
910,56.0,302.74,70.0,29223.17,0
911,41.0,269.1,0.0,13495.250000000004,0
912,30.0,198.42,0.0,8189.53,0
913,34.0,217.72,63.0,23026.359999999997,0
914,57.0,462.77,21.0,19672.240000000005,0
915,97.0,645.8200000000002,51.0,10471.58,0
916,45.0,368.25,44.0,15247.759999999998,0
917,108.0,747.3900000000001,96.0,36266.21999999999,0
918,123.0,873.57,71.0,4153.55,1
919,31.0,232.93999999999997,54.0,20936.26,1
920,115.0,890.4999999999999,20.0,8643.85,1
921,104.0,701.8199999999998,91.0,8003.980000000003,0
922,48.0,356.25999999999993,0.0,18212.93,0
923,54.0,374.45,13.0,19344.75,0
924,64.0,453.87000000000006,32.0,13233.030000000002,0
925,89.0,601.4599999999999,129.0,25208.53,1
926,126.0,832.1100000000001,75.0,14550.67,1
927,76.0,650.2,20.0,24430.379999999983,0
928,65.0,501.81000000000006,37.0,18545.49,0
929,16.0,101.63,0.0,2451.9,0
930,62.0,396.2899999999998,0.0,17621.26,0
931,94.0,707.3700000000001,19.0,14491.72,1
932,43.0,289.68999999999994,115.0,16545.7,0
933,46.0,303.75999999999993,13.0,12624.800000000005,0
934,112.0,659.72,5.0,26061.779999999988,0
935,55.0,344.96000000000004,60.0,6294.310000000001,0
936,1.0,1.82,1.0,2091.87,0
937,52.0,301.04,7.0,11662.030000000002,1
938,55.0,421.69,80.0,26894.33999999999,0
939,2.0,2.0,0.0,959.51,1
940,34.0,203.58,77.0,15670.319999999996,0
941,39.0,221.18,59.0,17865.229999999992,0
942,91.0,604.3900000000001,19.0,25152.820000000007,1
943,35.0,267.67,25.0,18231.83,0
944,61.0,474.9799999999999,35.0,19985.210000000003,0
945,15.0,152.0,14.0,5144.73,0
946,128.0,877.5600000000002,40.0,32649.97,1
947,60.0,376.33000000000015,1.0,13479.08,0
948,36.0,232.88,27.0,9695.7,0
949,41.0,276.80999999999995,0.0,19815.62,0
950,0.0,0.0,20.0,17491.66,0
951,81.0,560.6800000000001,21.0,16369.73,0
952,2.0,16.23,0.0,1162.99,1
953,54.0,363.0899999999999,47.0,22974.040000000005,0
954,109.0,784.5500000000001,0.0,38102.20000000002,1
955,60.0,403.0700000000001,17.0,13519.040000000005,0
956,64.0,431.7900000000001,14.0,14675.420000000004,0
957,41.0,239.53,53.0,25004.15,1
958,127.0,748.44,0.0,19369.14999999999,0
959,76.0,543.1799999999998,43.0,31845.109999999997,1
960,6.0,33.239999999999995,3.0,690.02,0
961,47.0,340.53,57.0,12615.160000000002,0
962,79.0,465.7900000000001,78.0,33114.23,1
963,74.0,491.36,60.0,16944.44,0
964,94.0,683.19,18.0,19308.01,1
965,46.0,360.78,12.0,12706.94,1
966,106.0,802.98,171.0,12136.63,1
967,22.0,171.9,126.0,23256.079999999994,1
968,61.0,351.1599999999999,34.0,19438.92,0
969,91.0,590.8999999999999,47.0,16154.170000000004,0
970,69.0,449.53,41.0,11087.66,0
971,43.0,345.7,58.0,1981.69,1
972,14.0,95.94,0.0,2920.15,0
973,128.0,989.9,6.0,24999.74,0
974,20.0,104.01999999999998,8.0,15873.88,0
975,49.0,400.5499999999999,73.0,13615.570000000002,1
976,83.0,631.1499999999999,0.0,18985.0,0
977,145.0,993.4000000000004,162.0,23748.910000000003,1
978,67.0,478.4200000000001,36.0,14839.660000000002,0
979,122.0,848.3300000000002,0.0,17129.710000000003,1
980,55.0,381.11,16.0,17962.590000000004,0
981,90.0,564.83,61.0,24365.44000000001,1
982,115.0,758.9799999999999,49.0,14474.710000000005,1
983,30.0,169.88000000000002,23.0,24141.48,0
984,87.0,667.1800000000001,80.0,10683.749999999998,1
985,76.0,633.0100000000001,22.0,17689.05,0
986,32.0,283.13000000000005,60.0,19223.32,0
987,88.0,695.9799999999998,105.0,15607.25,0
988,58.0,398.3499999999999,65.0,12097.96,0
989,48.0,369.4,106.0,4520.18,0
990,61.0,402.4500000000001,30.0,23445.31000000001,0
991,97.0,733.11,63.0,13156.810000000003,0
992,34.0,234.74,43.0,26025.599999999995,0
993,37.0,290.20000000000005,21.0,10272.329999999998,1
994,19.0,163.10000000000002,10.0,17999.500000000007,0
995,67.0,429.33,45.0,13982.960000000005,0
996,70.0,434.33,46.0,14439.860000000004,0
997,116.0,745.3999999999997,66.0,26154.33,0
998,117.0,814.7800000000004,139.0,26891.979999999992,0
999,90.0,710.18,46.0,20697.580000000005,0
1000,27.0,166.47,77.0,19664.2,0
1001,56.0,405.48,63.0,14815.05,0
1002,53.0,351.50000000000006,31.0,9766.09,0
1003,60.0,408.4900000000001,0.0,22010.11999999999,0
1004,96.0,732.41,40.0,36878.02,1
1005,72.0,480.32,102.0,21924.63,0
1006,67.0,383.97,80.0,12454.620000000006,0
1007,125.0,801.7799999999996,0.0,7517.549999999999,1
1008,52.0,341.1200000000001,31.0,11099.630000000005,0
1009,71.0,471.44000000000005,45.0,17489.44,1
1010,46.0,329.6100000000001,42.0,13249.139999999996,0
1011,68.0,516.5600000000001,57.0,16535.75,0
1012,94.0,609.8200000000002,63.0,20178.279999999995,0
1013,49.0,341.6699999999999,81.0,11770.28,1
1014,67.0,469.57999999999976,63.0,7952.07,1
1015,45.0,293.42,81.0,6674.709999999999,1
1016,35.0,312.38000000000005,0.0,33272.81000000001,1
1017,57.0,368.96,0.0,16890.109999999997,0
1018,82.0,595.63,42.0,11437.750000000004,0
1019,53.0,400.47,25.0,18307.709999999995,0
1020,82.0,638.1899999999999,0.0,14626.940000000004,1
1021,73.0,559.0799999999998,31.0,22763.31,0
1022,75.0,535.72,30.0,9892.159999999998,1
1023,137.0,968.5099999999996,94.0,28174.54,1
1024,88.0,607.3900000000001,5.0,14365.65,1
1025,9.0,28.56,4.0,2289.7000000000003,1
1026,50.0,362.53,0.0,18476.210000000003,0
1027,44.0,250.07,37.0,0.0,1
1028,66.0,411.1599999999999,22.0,23415.04,1
1029,57.0,417.39,39.0,10604.94,0
1030,28.0,176.98000000000002,0.0,17970.04,0
1031,103.0,711.9400000000002,42.0,16667.97,0
1032,44.0,355.66,33.0,17906.060000000005,0
1033,54.0,386.4699999999999,68.0,27401.559999999998,0
1034,102.0,747.0199999999998,0.0,20964.209999999995,0
1035,76.0,586.5100000000001,54.0,14345.740000000003,0
1036,115.0,747.58,98.0,12912.97,1
1037,97.0,788.4800000000002,0.0,23525.629999999997,1
1038,82.0,629.14,29.0,15475.249999999998,0
1039,72.0,503.08,56.0,32528.110000000004,1
1040,40.0,195.78999999999996,55.0,19493.38,0
1041,71.0,445.04,29.0,10051.920000000004,0
1042,41.0,250.28,6.0,14495.759999999997,0
1043,40.0,300.0999999999999,35.0,0.0,1
1044,58.0,373.58,63.0,14802.420000000002,0
1045,59.0,452.68,44.0,22134.60999999999,0
1046,121.0,853.01,64.0,26605.939999999988,1
1047,83.0,670.6799999999997,54.0,19679.779999999995,0
1048,73.0,550.5799999999999,25.0,18322.629999999997,0
1049,136.0,927.0,101.0,22268.869999999995,1
1050,121.0,769.3599999999999,0.0,42437.52000000002,1
1051,82.0,565.18,0.0,21258.91,1
1052,137.0,973.64,13.0,16015.97,0
1053,176.0,1167.7899999999995,48.0,32441.14,1
1054,60.0,444.4899999999999,74.0,9450.19,0
1055,24.0,213.76,21.0,0.0,1
1056,41.0,333.4100000000001,46.0,15613.810000000003,0
1057,47.0,358.8200000000001,19.0,28000.91,1
1058,80.0,550.22,97.0,26865.250000000007,1
1059,11.0,58.53999999999999,5.0,7085.970000000001,1
1060,55.0,485.2499999999998,32.0,15774.92,1
1061,18.0,89.55999999999999,0.0,6266.27,0
1062,110.0,868.2600000000001,89.0,37383.2,1
1063,84.0,607.05,22.0,24875.02999999999,0
1064,79.0,529.3899999999999,20.0,15401.899999999998,0
1065,98.0,728.1699999999997,53.0,15680.409999999998,0
1066,59.0,371.10000000000014,0.0,14647.950000000004,0
1067,117.0,872.52,65.0,14487.659999999998,1
1068,77.0,477.5399999999997,0.0,19090.740000000005,1
1069,40.0,303.31,0.0,18838.050000000003,0
1070,52.0,396.6299999999998,4.0,7166.280000000001,1
1071,72.0,467.9899999999998,9.0,17435.71,0
1072,40.0,271.41,20.0,17284.450000000004,0
1073,62.0,429.2300000000002,30.0,19204.57,0
1074,50.0,350.2,20.0,22219.69999999999,0
1075,56.0,397.14,42.0,8449.530000000002,0
1076,55.0,356.03000000000003,80.0,19891.379999999997,0
1077,140.0,977.3200000000004,41.0,2263.44,1
1078,43.0,296.15000000000003,59.0,15266.71,0
1079,9.0,69.35000000000002,3.0,372.56,0
1080,84.0,608.1900000000002,19.0,25013.17999999999,0
1081,55.0,363.71000000000015,31.0,16303.01,0
1082,136.0,990.1599999999996,76.0,21793.840000000004,1
1083,63.0,411.3599999999999,31.0,11886.28,0
1084,86.0,658.6600000000001,47.0,14153.1,0
1085,98.0,738.6200000000001,79.0,21298.679999999997,0
1086,70.0,430.1600000000001,33.0,18828.47,0
1087,111.0,768.7799999999997,0.0,35501.99,1
1088,143.0,995.57,79.0,28282.76000000001,1
1089,31.0,234.2,99.0,25545.469999999998,0
1090,24.0,114.01,0.0,10599.48,0
1091,41.0,276.03000000000003,72.0,2621.8300000000004,1
1092,48.0,328.54,25.0,13681.410000000003,0
1093,34.0,244.71,7.0,10529.97,0
1094,90.0,645.3100000000003,3.0,27488.44000000001,1
1095,65.0,368.3300000000001,13.0,22293.84,0
1096,83.0,603.2599999999999,155.0,17495.2,1
1097,38.0,212.46,52.0,18610.53,0
1098,61.0,431.24000000000007,7.0,8977.45,0
1099,71.0,502.74000000000007,57.0,15986.590000000006,0
1100,41.0,314.89,5.0,14260.759999999997,0
1101,18.0,143.77,3.0,7056.090000000001,0
1102,101.0,708.2699999999999,0.0,16216.94,1
1103,83.0,621.6600000000002,31.0,14950.81,0
1104,55.0,392.47000000000014,89.0,20475.900000000005,0
1105,82.0,589.9499999999999,9.0,11666.320000000002,0
1106,94.0,615.5199999999999,39.0,12728.960000000005,0
1107,39.0,292.12000000000006,73.0,25521.07,1
1108,121.0,901.8399999999998,47.0,24155.079999999984,0
1109,59.0,452.1499999999999,47.0,13053.02,0
1110,162.0,993.11,106.0,20211.2,1
1111,83.0,509.32,69.0,19355.78999999999,0
1112,55.0,347.1500000000001,15.0,10648.360000000002,0
1113,85.0,621.9300000000001,46.0,16743.649999999998,1
1114,74.0,539.5099999999999,27.0,7732.230000000001,1
1115,176.0,1257.7900000000009,15.0,4717.59,1
1116,0.0,0.0,0.0,530.78,1
1117,55.0,385.09,38.0,14962.13,0
1118,102.0,809.93,0.0,39195.63999999999,1
1119,76.0,564.01,15.0,22740.619999999995,0
1120,41.0,231.49,87.0,21786.969999999987,1
